Age,Attrition,Department,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,DistanceFromHome,Education,OverTime,NumCompaniesWorked,JobRole
32,No,HR,2171,1,2,9,15,4,No,4,Sales Executive
40,No,R&D,5876,4,4,18,6,3,Yes,9,Engineer
44,No,R&D,4833,2,3,38,22,4,No,3,Engineer
42,No,R&D,4199,2,2,37,8,4,Yes,9,Technician
39,No,Sales,19140,1,4,22,4,1,No,2,Sales Executive
27,No,HR,2561,4,2,31,4,3,Yes,3,Technician
31,No,HR,9944,1,3,29,2,4,No,4,Engineer
58,No,Sales,14947,2,4,13,24,4,No,8,Sales Executive
44,No,HR,19141,3,3,37,24,2,Yes,5,Sales Executive
35,Yes,HR,3341,3,2,0,14,2,Yes,4,Technician
19,No,Sales,11837,4,3,1,8,3,No,6,Engineer
59,No,Sales,18370,2,1,32,12,2,Yes,2,HR Executive
54,No,Sales,9391,2,3,37,6,2,Yes,5,Sales Executive
58,No,R&D,19412,3,2,38,17,1,No,7,Manager
31,No,HR,15061,2,1,24,17,3,No,0,Manager
46,No,HR,4080,2,3,20,16,3,No,2,Technician
22,No,R&D,18081,1,3,35,6,2,Yes,4,Engineer
35,Yes,R&D,11469,4,1,35,22,4,No,4,Engineer
44,No,R&D,10179,4,1,24,18,3,No,3,Engineer
53,Yes,HR,5045,4,4,0,4,3,Yes,3,Engineer
23,No,R&D,6628,4,1,28,10,3,No,6,Manager
27,No,R&D,3007,4,2,16,17,4,No,3,Engineer
47,No,HR,12977,4,2,32,15,4,Yes,5,Technician
41,No,Sales,18325,4,4,20,6,1,No,0,Engineer
51,Yes,R&D,18233,4,4,37,7,4,Yes,9,Sales Executive
37,No,HR,8589,2,1,24,19,2,No,4,HR Executive
30,No,HR,6393,1,3,1,15,2,Yes,3,Manager
38,Yes,HR,11076,4,1,28,29,4,Yes,5,Engineer
54,No,R&D,4650,4,3,34,6,4,Yes,7,Technician
55,Yes,HR,9194,1,1,36,7,2,Yes,1,Technician
47,No,Sales,2025,3,4,10,8,3,No,2,Engineer
27,Yes,R&D,17301,2,1,39,2,2,Yes,9,Sales Executive
25,No,Sales,4889,4,3,3,20,1,No,1,Sales Executive
25,No,R&D,19922,3,1,2,17,2,No,3,HR Executive
44,No,R&D,7624,2,3,37,2,1,Yes,6,Engineer
20,No,Sales,15532,3,1,6,5,3,No,9,Technician
18,No,HR,14509,4,3,31,23,1,No,0,Technician
47,No,HR,7903,3,2,23,6,3,Yes,7,Manager
34,No,Sales,13365,3,4,20,9,2,No,2,Manager
20,No,HR,7992,3,3,25,16,2,No,5,HR Executive
52,No,R&D,19714,3,2,4,4,4,Yes,0,Engineer
32,No,HR,8167,4,1,2,12,3,Yes,4,Technician
31,No,HR,5589,3,4,14,22,2,No,0,Manager
48,No,Sales,15277,3,3,23,21,4,Yes,0,HR Executive
41,No,R&D,12483,2,1,20,5,3,No,5,Technician
18,No,HR,15824,1,3,2,17,2,Yes,5,Technician
29,Yes,Sales,5179,4,2,8,15,3,No,8,Engineer
41,Yes,Sales,2400,3,1,38,1,4,No,8,Technician
25,No,HR,15770,4,4,4,12,4,Yes,0,Sales Executive
23,No,R&D,12376,2,4,36,16,2,No,0,Engineer
19,No,Sales,17856,2,4,5,28,1,Yes,9,Sales Executive
31,No,R&D,19560,2,2,1,2,3,No,3,Engineer
25,No,HR,9119,1,2,4,10,3,No,8,Technician
53,No,Sales,6457,1,2,37,21,2,Yes,7,Sales Executive
43,Yes,HR,15821,2,1,4,23,4,Yes,9,Sales Executive
57,No,R&D,19455,1,1,33,23,1,Yes,1,Sales Executive
58,No,HR,17877,2,2,11,26,4,No,1,Engineer
55,No,HR,6998,1,3,23,24,3,Yes,1,Technician
58,No,Sales,8758,3,1,19,16,2,Yes,7,Engineer
37,No,HR,10027,1,4,25,28,2,No,7,Manager
54,No,Sales,7845,1,1,34,27,3,No,1,HR Executive
59,No,Sales,2839,1,4,36,12,3,No,8,Engineer
28,Yes,R&D,10159,1,2,31,20,3,No,6,Sales Executive
47,No,Sales,2980,3,4,8,1,3,No,6,HR Executive
27,No,Sales,18265,1,4,39,6,4,Yes,2,Engineer
29,No,HR,15207,4,2,37,16,1,No,5,Engineer
45,No,HR,7113,4,3,1,7,2,Yes,7,Engineer
20,No,R&D,5483,4,3,18,6,2,No,5,Technician
38,No,HR,3236,3,1,28,29,1,Yes,1,Manager
36,No,HR,10228,2,2,25,10,4,No,3,Sales Executive
47,No,R&D,12170,3,2,28,7,3,No,0,Sales Executive
56,No,HR,8432,4,4,39,10,4,No,6,Manager
54,No,R&D,10020,3,2,21,27,3,No,9,HR Executive
25,No,HR,17749,3,2,30,22,1,Yes,6,Manager
52,No,Sales,4517,3,4,24,3,2,No,1,Manager
29,No,HR,15809,4,1,6,5,2,Yes,0,HR Executive
18,No,R&D,10879,4,4,32,10,1,Yes,0,Technician
57,Yes,R&D,5413,2,2,39,20,4,Yes,0,Sales Executive
58,No,R&D,5942,3,4,32,27,3,No,6,Sales Executive
59,No,Sales,4608,3,3,2,24,4,Yes,0,Sales Executive
19,No,R&D,7608,2,4,18,9,4,No,7,Engineer
38,No,Sales,2257,3,4,7,8,3,No,7,Engineer
48,No,R&D,3004,4,2,19,14,1,No,8,HR Executive
39,No,HR,14264,2,4,16,20,4,No,1,Technician
44,No,HR,11511,2,3,7,12,1,Yes,3,Manager
36,No,Sales,9723,4,3,19,2,3,Yes,1,Manager
42,No,R&D,2049,4,3,4,1,3,No,5,HR Executive
31,No,R&D,12930,2,3,2,12,3,No,6,Sales Executive
59,No,HR,16859,2,4,33,17,4,No,4,Manager
55,No,HR,11850,2,1,10,15,2,No,2,Manager
49,Yes,R&D,8782,4,3,20,17,2,No,6,Technician
58,No,R&D,17485,4,2,23,2,3,Yes,2,Engineer
43,No,R&D,14182,1,2,3,21,4,No,0,Manager
44,Yes,R&D,15697,1,2,12,5,1,No,9,Sales Executive
19,No,R&D,9342,4,3,17,20,2,Yes,1,HR Executive
22,Yes,HR,14216,1,3,20,7,3,No,8,Manager
27,Yes,HR,19060,2,4,26,12,2,No,8,Technician
24,No,HR,2419,2,4,10,6,4,No,2,Manager
33,No,R&D,4623,2,4,33,13,2,Yes,6,HR Executive
20,Yes,HR,15442,1,3,13,2,4,No,6,Sales Executive
42,Yes,HR,3799,4,4,0,8,1,No,1,HR Executive
41,Yes,HR,17147,1,3,28,20,3,Yes,0,Sales Executive
37,No,HR,18987,3,3,33,13,2,Yes,9,Sales Executive
38,No,R&D,19503,4,3,3,3,4,Yes,7,Technician
46,Yes,R&D,17936,3,3,25,2,4,No,9,Manager
22,No,R&D,5731,3,1,36,4,2,No,9,Sales Executive
39,Yes,Sales,2963,4,4,26,19,3,Yes,1,Sales Executive
39,No,Sales,14477,3,2,0,22,4,No,0,Sales Executive
47,No,R&D,3615,2,4,16,12,2,Yes,7,HR Executive
28,No,R&D,19778,2,3,1,3,4,No,2,HR Executive
29,No,R&D,11083,2,1,31,25,3,No,8,Technician
31,No,HR,16185,3,3,5,22,1,No,4,Manager
22,No,R&D,13694,3,1,35,4,1,No,0,Sales Executive
24,No,R&D,15504,3,2,27,18,1,Yes,7,Sales Executive
23,Yes,R&D,9807,2,2,16,15,1,Yes,1,Engineer
29,Yes,Sales,11336,3,4,22,23,3,No,5,Engineer
35,No,R&D,6006,1,1,21,23,2,Yes,7,Technician
58,No,HR,4879,4,3,36,6,1,Yes,7,Engineer
38,Yes,R&D,4364,3,4,26,19,1,Yes,0,HR Executive
30,No,HR,15349,3,1,7,9,1,No,2,Sales Executive
32,No,R&D,7297,2,3,0,24,2,No,1,Sales Executive
57,No,HR,5061,3,2,14,22,4,Yes,7,Sales Executive
32,No,R&D,3679,1,3,32,14,2,Yes,5,Technician
20,No,Sales,5423,2,1,17,6,1,No,8,Manager
25,No,Sales,16896,2,3,24,6,1,Yes,5,HR Executive
25,Yes,HR,5155,2,1,4,5,2,No,6,Engineer
36,No,HR,8549,3,4,35,27,3,Yes,6,Engineer
55,No,HR,10425,3,4,3,14,4,Yes,2,Manager
55,No,HR,18544,1,2,0,11,3,Yes,4,Engineer
23,Yes,R&D,8973,3,1,1,24,2,No,8,HR Executive
48,No,Sales,14592,3,3,24,16,3,Yes,1,Sales Executive
38,No,Sales,7008,2,3,37,13,4,Yes,3,Manager
31,No,Sales,13619,4,4,29,9,2,No,5,Sales Executive
59,No,Sales,18043,4,2,39,25,4,No,9,Sales Executive
45,No,R&D,11215,1,2,32,17,4,No,2,Technician
19,No,R&D,6090,4,1,33,12,3,No,6,Sales Executive
37,No,R&D,5005,4,4,26,17,4,No,3,Technician
53,No,Sales,14178,3,3,30,9,3,No,4,Technician
27,No,R&D,9570,3,4,23,18,2,No,4,Engineer
37,No,HR,8410,1,3,1,25,3,No,1,Engineer
55,No,R&D,10505,4,3,21,2,1,No,7,Manager
26,No,HR,2169,3,2,10,3,1,Yes,9,Technician
22,No,HR,3852,4,3,18,17,4,No,7,Engineer
24,No,HR,16049,2,3,7,19,2,Yes,9,Technician
44,No,HR,7671,2,2,21,13,2,Yes,3,HR Executive
47,No,HR,8870,3,2,4,27,2,Yes,8,HR Executive
24,No,R&D,16064,3,2,25,26,3,Yes,8,Engineer
37,No,R&D,8872,4,2,25,24,3,Yes,9,Manager
31,No,R&D,17114,3,4,39,16,3,Yes,2,Engineer
53,Yes,HR,19128,4,4,1,4,4,No,9,Technician
21,No,HR,5420,2,3,20,25,1,Yes,8,Technician
28,Yes,R&D,14101,4,2,22,24,2,No,1,Engineer
38,No,Sales,18295,2,1,38,17,2,No,2,Technician
59,Yes,Sales,19423,3,2,26,10,3,No,0,Technician
28,No,HR,18361,4,4,33,25,2,Yes,5,HR Executive
41,Yes,HR,13704,4,2,35,27,4,Yes,4,HR Executive
23,No,R&D,10234,4,3,1,20,4,Yes,4,HR Executive
31,No,HR,4258,4,1,26,5,2,No,6,HR Executive
31,No,Sales,12366,3,1,32,26,4,Yes,7,Manager
50,No,R&D,5247,3,2,37,23,2,No,5,HR Executive
25,No,HR,12214,3,4,9,12,3,No,6,Engineer
56,No,Sales,16062,3,3,11,2,1,No,4,Sales Executive
22,No,Sales,17122,3,4,1,10,1,Yes,7,HR Executive
57,No,HR,18832,2,3,30,15,2,Yes,0,Sales Executive
53,Yes,HR,15608,1,4,9,15,1,No,4,Technician
49,No,R&D,19630,3,3,23,4,3,No,6,Engineer
37,No,R&D,15284,3,1,2,2,3,No,2,Sales Executive
28,No,R&D,7994,4,1,4,4,2,Yes,6,Sales Executive
50,No,Sales,6628,3,1,22,10,2,No,8,Manager
58,No,HR,9922,2,1,30,2,4,No,0,Engineer
19,Yes,R&D,12411,3,1,39,6,4,Yes,7,Sales Executive
22,No,R&D,7592,4,2,17,10,1,No,5,Manager
32,No,R&D,10192,2,3,23,4,4,Yes,5,HR Executive
19,No,R&D,10801,2,4,23,2,3,No,8,Sales Executive
33,No,R&D,6185,3,2,35,13,2,Yes,8,Engineer
41,No,R&D,11786,3,3,7,19,2,Yes,7,Sales Executive
29,No,R&D,8140,1,2,1,6,4,No,5,Sales Executive
20,No,Sales,5439,2,1,31,7,2,No,0,Manager
45,No,Sales,9972,3,3,26,1,2,No,7,Technician
42,No,R&D,17153,3,2,2,23,2,No,1,Sales Executive
37,No,R&D,13092,3,4,17,24,4,Yes,8,Engineer
23,No,Sales,10249,1,4,10,3,4,No,7,Sales Executive
47,No,R&D,11596,1,3,37,14,2,No,2,Technician
33,No,R&D,13035,3,3,29,24,2,No,7,Technician
30,No,Sales,8436,3,2,20,14,3,Yes,6,Manager
25,No,HR,11744,1,1,24,12,2,Yes,1,Technician
55,No,Sales,13506,3,3,12,21,2,Yes,7,Manager
44,No,R&D,6045,1,1,16,6,2,No,1,Sales Executive
55,No,R&D,3305,3,4,13,25,3,Yes,8,Sales Executive
43,Yes,HR,3065,4,4,30,5,3,No,7,Manager
43,No,Sales,12594,4,3,17,19,4,Yes,8,Sales Executive
23,No,R&D,16406,4,2,21,29,3,Yes,0,Sales Executive
30,No,HR,3192,3,1,25,14,4,No,3,Engineer
39,No,R&D,14133,3,1,11,9,3,No,0,HR Executive
36,No,HR,6959,1,2,10,17,4,No,3,Engineer
29,Yes,R&D,15480,1,1,1,1,3,Yes,0,Sales Executive
34,Yes,R&D,7121,4,3,3,17,3,No,1,Engineer
40,No,Sales,10278,1,4,2,6,2,Yes,0,Engineer
49,No,R&D,18420,2,4,35,2,2,No,2,HR Executive
39,No,Sales,4004,1,1,14,25,2,No,8,HR Executive
28,Yes,R&D,11612,4,2,14,20,3,Yes,3,Engineer
19,No,Sales,4061,1,2,27,10,1,Yes,5,HR Executive
49,No,R&D,15580,3,1,36,16,3,No,8,Engineer
20,No,Sales,12709,3,1,3,6,4,No,5,Manager
44,No,Sales,10654,3,2,4,9,1,Yes,7,Manager
19,No,R&D,19836,4,2,28,27,1,Yes,1,Manager
28,Yes,R&D,8516,3,2,34,9,1,Yes,1,HR Executive
43,No,R&D,4340,2,2,11,2,1,Yes,3,HR Executive
29,No,R&D,8268,2,3,9,23,1,No,7,Sales Executive
55,Yes,Sales,2463,1,4,9,17,2,No,1,HR Executive
51,No,R&D,6101,3,4,21,10,3,Yes,9,Sales Executive
50,No,Sales,15776,3,3,3,25,4,No,2,HR Executive
18,No,Sales,16303,1,3,9,7,2,No,2,Sales Executive
46,No,HR,19887,3,3,31,29,4,Yes,7,Technician
39,Yes,R&D,11934,4,1,10,1,3,Yes,7,Technician
40,Yes,R&D,10263,2,3,8,3,2,No,9,HR Executive
40,No,Sales,9402,2,1,23,6,2,No,7,Sales Executive
42,No,HR,19238,1,1,39,24,1,No,7,Manager
21,No,HR,16553,1,4,33,13,2,No,0,Sales Executive
52,No,Sales,9061,1,1,3,14,3,Yes,7,Technician
25,No,Sales,14260,4,4,37,29,3,Yes,2,Manager
19,No,HR,11440,4,2,10,27,4,No,4,Engineer
36,Yes,Sales,11445,4,1,13,6,3,Yes,0,Technician
27,Yes,R&D,7121,3,2,21,3,2,No,4,Technician
47,No,Sales,11310,1,3,0,23,2,No,8,Engineer
50,No,HR,15561,2,3,1,29,4,Yes,6,Sales Executive
28,No,HR,4806,4,1,31,23,2,No,3,HR Executive
29,No,Sales,16453,3,4,29,5,4,Yes,2,Engineer
39,Yes,R&D,5874,1,3,9,5,2,No,9,HR Executive
23,No,Sales,8161,3,1,36,22,3,Yes,7,Technician
29,No,HR,8281,1,1,30,28,1,No,7,Sales Executive
20,No,HR,16837,1,4,35,9,2,Yes,9,Manager
36,No,Sales,15820,2,2,4,18,3,No,9,Sales Executive
46,No,R&D,10627,1,4,8,19,1,Yes,9,Technician
25,No,R&D,10736,4,3,27,2,1,Yes,2,HR Executive
38,Yes,HR,13613,4,3,31,8,4,Yes,3,HR Executive
33,No,HR,2453,2,3,29,9,4,Yes,6,Sales Executive
57,No,HR,7608,4,4,23,12,2,No,3,Technician
44,No,R&D,15570,1,1,28,9,4,No,5,HR Executive
37,No,R&D,8428,4,4,23,27,2,Yes,4,Manager
45,No,Sales,17993,2,3,13,19,3,Yes,7,Technician
51,No,R&D,11048,2,4,37,4,2,Yes,8,Manager
20,No,Sales,15501,3,2,33,11,1,Yes,2,Manager
44,No,R&D,10577,3,2,12,15,2,Yes,1,Technician
30,No,HR,4345,3,1,17,23,2,No,7,Sales Executive
37,No,Sales,15451,4,2,8,15,2,Yes,5,Sales Executive
19,No,HR,2254,2,4,9,4,2,Yes,6,Engineer
25,No,Sales,15661,4,3,15,11,4,Yes,9,HR Executive
48,No,HR,10045,3,2,29,13,2,No,3,HR Executive
53,No,Sales,10540,1,1,11,3,3,Yes,6,Manager
57,No,Sales,11594,1,1,4,8,2,Yes,4,Technician
54,No,R&D,10323,1,3,24,22,2,No,0,Technician
58,No,HR,7742,4,4,5,12,2,Yes,6,HR Executive
32,Yes,Sales,6018,4,3,13,21,1,No,9,Sales Executive
44,No,Sales,13153,3,3,21,27,4,Yes,0,Technician
21,No,Sales,17428,2,3,16,12,2,Yes,8,Manager
20,No,Sales,14389,3,1,11,17,2,Yes,8,Engineer
46,No,Sales,10474,2,3,10,4,2,No,3,Manager
29,Yes,HR,15206,2,2,9,7,1,No,4,Engineer
52,No,HR,3856,1,3,29,23,1,No,0,Technician
24,No,HR,16553,4,1,15,24,4,No,5,Manager
26,No,Sales,8374,3,1,28,28,2,Yes,7,Sales Executive
51,No,Sales,17122,4,2,16,25,3,Yes,3,Engineer
45,No,R&D,10043,2,4,34,6,3,Yes,6,Technician
39,No,R&D,4929,4,4,30,17,2,No,4,Engineer
57,No,HR,16281,4,2,16,17,3,Yes,7,Technician
34,No,HR,11026,4,3,24,21,4,Yes,8,Manager
27,No,HR,10753,1,1,21,23,2,Yes,2,Engineer
57,Yes,R&D,16949,3,3,14,17,1,Yes,7,Technician
23,No,HR,10532,4,4,5,17,1,No,7,Sales Executive
30,No,Sales,4713,4,4,19,16,3,No,1,Engineer
32,No,Sales,9535,3,2,36,26,3,No,0,Technician
44,No,HR,5868,4,1,20,12,3,Yes,5,Manager
33,No,Sales,4881,4,2,28,29,1,No,5,Manager
51,No,HR,17126,2,3,37,26,2,Yes,4,Sales Executive
52,No,Sales,3691,2,3,22,6,4,Yes,6,Sales Executive
48,No,HR,9760,2,3,26,6,4,No,0,HR Executive
52,No,R&D,16105,2,3,23,10,1,Yes,3,Engineer
32,No,HR,4832,3,3,8,4,2,Yes,0,Technician
58,No,Sales,3906,4,4,10,13,4,Yes,8,Manager
39,No,R&D,2026,4,4,19,11,4,No,7,Sales Executive
27,No,R&D,14896,2,4,15,28,4,No,8,Sales Executive
36,No,HR,18151,4,1,24,17,3,No,4,Technician
22,No,Sales,7975,4,4,28,15,1,No,7,Manager
42,No,R&D,9781,3,4,28,29,3,Yes,5,Engineer
30,Yes,HR,8449,1,1,19,20,4,No,7,Engineer
45,Yes,HR,10276,1,1,26,9,3,No,0,Sales Executive
20,No,HR,3728,2,3,14,9,3,No,0,Technician
19,No,R&D,12081,4,1,15,24,3,No,4,Manager
38,No,HR,17552,3,1,19,24,1,No,3,Sales Executive
44,No,R&D,7098,1,2,38,15,3,No,1,Technician
58,No,HR,7098,3,3,18,5,2,No,8,HR Executive
43,No,HR,10723,2,3,4,24,4,Yes,1,HR Executive
49,No,R&D,16019,1,4,33,3,2,Yes,7,Sales Executive
40,No,R&D,2974,2,2,4,14,2,No,0,HR Executive
46,No,Sales,12650,4,1,32,27,4,No,1,Sales Executive
59,No,Sales,3773,4,3,23,16,4,No,9,Engineer
54,No,HR,2527,2,4,7,29,1,Yes,2,HR Executive
55,No,HR,17756,4,2,7,24,3,No,0,Engineer
31,Yes,HR,18046,3,3,10,11,4,Yes,3,Technician
48,No,HR,2152,4,3,36,11,3,No,0,Technician
30,No,R&D,19631,1,4,35,6,3,Yes,2,Manager
38,No,HR,9202,4,1,13,3,3,No,1,Technician
38,Yes,R&D,10282,4,2,1,8,2,No,5,Sales Executive
22,No,HR,10132,2,2,1,22,2,Yes,6,HR Executive
20,No,R&D,2690,2,4,20,6,2,Yes,2,HR Executive
30,No,HR,2455,3,2,13,12,2,Yes,2,Engineer
53,Yes,R&D,11459,2,2,3,13,3,Yes,3,HR Executive
39,Yes,R&D,13072,4,3,35,27,3,Yes,2,HR Executive
54,No,HR,16055,2,3,1,5,4,Yes,5,Manager
46,No,HR,17387,1,2,8,12,3,No,4,Sales Executive
33,No,Sales,13132,2,3,24,17,4,No,6,Technician
23,No,Sales,13895,3,4,30,8,3,No,0,Manager
51,No,HR,18911,3,4,12,18,2,No,1,HR Executive
54,No,R&D,9980,2,2,28,2,2,Yes,8,Engineer
51,Yes,Sales,3262,3,3,26,10,1,No,6,Technician
22,Yes,Sales,10322,2,2,3,10,3,No,6,Manager
38,Yes,HR,12634,1,2,26,28,2,Yes,8,HR Executive
47,Yes,Sales,16672,1,2,25,22,2,No,1,HR Executive
32,No,HR,15683,3,3,32,14,2,Yes,1,Technician
45,No,HR,15246,3,1,7,8,3,No,9,Engineer
41,No,R&D,10819,2,1,16,7,1,Yes,2,Manager
38,No,R&D,7947,1,1,31,6,4,Yes,9,Sales Executive
42,No,HR,18191,3,3,2,4,4,Yes,5,Manager
26,No,Sales,10272,1,3,14,8,4,Yes,0,Technician
31,No,Sales,15926,4,3,18,6,4,No,8,Engineer
53,No,R&D,13030,1,1,31,7,1,Yes,6,Sales Executive
26,Yes,HR,3026,4,4,10,10,3,Yes,1,Sales Executive
45,No,R&D,3878,1,3,23,2,1,No,1,Manager
37,No,Sales,19600,2,1,7,21,1,No,4,Manager
31,No,Sales,3643,1,1,38,11,3,No,3,HR Executive
33,No,Sales,16798,4,1,20,11,4,Yes,0,Sales Executive
28,No,Sales,9914,3,2,3,26,4,No,7,HR Executive
54,No,HR,17492,3,2,27,4,2,Yes,9,Sales Executive
38,No,Sales,17742,1,2,3,12,3,Yes,4,Engineer
23,No,R&D,4107,4,1,25,20,1,Yes,3,Sales Executive
22,No,R&D,3450,1,4,28,4,2,No,3,Manager
27,No,Sales,14338,2,1,14,17,2,Yes,5,Engineer
24,No,HR,10109,2,4,36,19,4,No,6,Sales Executive
37,Yes,HR,2907,4,3,1,12,3,Yes,8,Sales Executive
39,No,R&D,10704,4,4,34,28,1,No,9,Engineer
56,No,Sales,8234,2,1,17,20,4,Yes,6,Manager
19,No,R&D,4677,2,2,15,9,3,Yes,0,Manager
50,No,Sales,15509,4,4,7,3,1,No,8,Technician
31,No,R&D,17779,2,3,3,20,1,No,5,Manager
48,Yes,HR,5020,3,4,7,26,1,No,6,Engineer
25,Yes,Sales,4116,4,3,7,16,1,No,0,Technician
51,Yes,R&D,7196,1,2,34,15,2,No,5,Engineer
39,No,Sales,7066,1,3,17,13,3,No,0,Sales Executive
45,No,R&D,2631,2,4,21,29,3,Yes,4,Sales Executive
59,No,Sales,9723,2,4,14,3,2,Yes,7,HR Executive
49,No,HR,9206,3,3,1,6,3,Yes,9,HR Executive
47,No,HR,15859,1,1,22,11,3,No,6,Technician
45,No,HR,10668,4,1,27,24,1,Yes,0,Manager
19,No,Sales,17626,4,3,0,17,3,Yes,9,Sales Executive
38,No,Sales,11801,2,2,12,5,2,Yes,1,Engineer
54,No,R&D,2110,2,3,8,14,3,Yes,0,Manager
58,No,R&D,19119,2,4,9,9,2,No,4,HR Executive
56,No,HR,2802,3,3,39,4,4,Yes,2,HR Executive
23,No,R&D,2646,2,1,12,24,2,Yes,7,HR Executive
40,No,Sales,10439,2,2,0,20,2,No,5,Sales Executive
52,No,HR,16812,1,2,17,2,3,No,8,Sales Executive
53,No,HR,10853,4,4,18,1,1,Yes,5,Sales Executive
51,No,Sales,19207,3,3,23,18,3,Yes,5,Sales Executive
49,No,HR,14999,2,3,14,6,4,No,0,Sales Executive
53,No,R&D,9672,3,2,33,6,3,Yes,6,Technician
44,No,R&D,18966,2,4,34,20,4,No,4,Manager
24,Yes,R&D,12486,4,2,4,8,3,Yes,5,Sales Executive
37,No,Sales,17661,2,2,3,22,4,No,1,Manager
47,No,HR,17949,1,2,23,28,4,Yes,5,Engineer
30,No,HR,14679,4,4,10,24,1,No,8,Technician
40,No,HR,8459,2,2,36,5,4,Yes,5,Technician
26,No,Sales,17166,1,3,32,5,4,Yes,5,Sales Executive
32,Yes,HR,11352,3,4,6,13,1,No,2,Sales Executive
38,Yes,R&D,16285,2,2,32,17,1,Yes,2,Engineer
58,No,HR,13696,3,2,7,2,3,Yes,3,HR Executive
30,No,Sales,12152,3,4,38,13,4,No,9,HR Executive
35,No,HR,4557,1,2,5,19,1,Yes,8,Manager
28,Yes,R&D,18302,4,3,14,12,1,Yes,4,Manager
24,Yes,R&D,11434,2,3,34,3,3,Yes,3,Manager
51,Yes,R&D,10383,2,4,8,19,4,No,9,Sales Executive
39,No,HR,13613,4,3,1,5,2,No,2,Sales Executive
42,No,R&D,2109,4,2,3,13,1,No,4,HR Executive
46,Yes,Sales,13395,4,2,2,2,3,Yes,9,Manager
43,Yes,R&D,19408,2,2,19,7,3,No,2,Manager
51,No,HR,11622,2,2,10,16,2,No,5,Technician
36,No,R&D,18971,4,4,2,13,3,Yes,8,Manager
55,No,Sales,4413,1,3,16,29,4,Yes,6,HR Executive
25,No,R&D,14697,3,4,8,5,4,Yes,5,Technician
34,Yes,R&D,10308,1,2,13,28,4,Yes,6,HR Executive
31,No,HR,10104,1,4,1,25,3,Yes,9,HR Executive
42,No,Sales,3605,1,4,28,7,2,Yes,8,Manager
23,No,HR,3763,1,4,5,25,4,Yes,5,Engineer
59,No,HR,15605,3,3,2,14,3,No,9,Engineer
48,No,Sales,14465,2,4,18,21,2,No,7,Technician
25,No,Sales,15894,4,2,30,26,1,No,4,Engineer
48,No,Sales,9520,1,3,39,1,3,Yes,8,Engineer
48,No,R&D,15920,1,3,31,5,1,Yes,5,Sales Executive
56,No,HR,10375,3,2,29,3,1,Yes,5,Manager
59,Yes,Sales,6463,2,1,15,23,1,No,3,HR Executive
52,No,Sales,12297,3,2,29,26,4,Yes,7,Technician
20,No,HR,18575,2,3,20,20,3,No,8,Manager
22,No,Sales,3274,2,4,24,21,3,No,9,Manager
53,No,R&D,7857,4,3,3,4,3,No,7,Technician
24,No,HR,4799,3,4,24,2,3,No,1,Sales Executive
29,No,R&D,14263,2,3,14,24,4,Yes,6,Technician
26,No,Sales,14659,1,3,39,23,2,No,8,Technician
19,No,Sales,16122,2,2,31,13,1,No,4,Manager
31,No,HR,19498,1,4,11,22,2,Yes,0,Manager
43,No,R&D,2602,1,2,22,9,3,No,8,Sales Executive
30,Yes,HR,17640,4,2,2,1,4,No,6,Sales Executive
49,No,HR,13142,3,1,17,4,2,Yes,3,Sales Executive
33,No,Sales,11015,2,1,35,24,3,No,9,Manager
52,No,Sales,4020,2,1,27,11,2,No,9,Sales Executive
42,No,HR,7335,3,1,7,17,1,Yes,6,Sales Executive
57,No,R&D,8531,2,2,3,8,1,No,0,Manager
32,No,Sales,10973,4,3,35,14,4,No,9,Sales Executive
35,No,Sales,19636,2,3,7,4,1,No,8,Sales Executive
18,No,Sales,8518,2,3,28,4,1,Yes,7,HR Executive
41,Yes,R&D,16026,1,2,18,2,3,Yes,5,Manager
30,No,HR,14685,4,3,25,20,1,No,5,Technician
31,Yes,R&D,5673,4,4,39,15,2,Yes,2,Technician
43,No,HR,2387,3,2,7,17,4,Yes,7,Manager
51,No,R&D,18693,3,2,20,5,2,Yes,4,Manager
55,Yes,R&D,8372,1,3,22,15,2,No,1,Sales Executive
45,No,R&D,2403,3,2,4,22,1,No,9,Engineer
22,No,HR,15834,4,1,16,21,3,Yes,3,Engineer
58,Yes,HR,17110,2,4,24,15,3,Yes,0,Engineer
29,No,HR,6628,3,1,22,6,2,No,7,Engineer
55,Yes,HR,13614,4,1,33,4,4,No,6,Technician
44,Yes,HR,14334,4,2,18,17,2,Yes,6,Engineer
51,No,R&D,8076,3,3,7,3,4,No,4,Manager
44,No,R&D,6151,2,2,37,12,3,Yes,8,HR Executive
53,Yes,Sales,4979,1,4,19,6,3,No,6,Sales Executive
26,No,R&D,15647,2,3,35,10,3,Yes,8,Engineer
48,No,R&D,17765,3,1,19,18,1,Yes,1,HR Executive
44,No,HR,2652,3,2,28,6,3,No,4,Sales Executive
28,No,HR,18754,1,2,1,1,1,Yes,4,Manager
25,No,R&D,4746,1,2,18,26,4,No,0,HR Executive
23,No,Sales,2758,4,3,6,18,3,Yes,5,Manager
27,No,HR,18992,3,2,17,1,1,Yes,4,Manager
54,Yes,Sales,14261,4,2,30,1,2,No,9,HR Executive
33,No,Sales,2754,4,3,21,13,3,No,5,Technician
56,No,Sales,3156,4,3,17,11,4,No,4,Manager
39,No,Sales,9828,1,1,5,15,2,No,5,Engineer
